Computer Name,Logged On Users,Domain,Category,File Types,Logical Drive,Count,Memory
IP-DK16,ipplotter,IMBALLAGGI,PowerPoint,"ppt, pptxpptm, odp",ALL,0,0 MB
IP-DK16,ipplotter,IMBALLAGGI,Outlook Data Files,"pst, ost",ALL,0,0 MB
IP-DK11,c.giroletti,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK11,c.giroletti,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-DK28,,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB02,,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK28,,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB33,a.caldi,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB33,a.caldi,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-CV01,,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-CV01,,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK18,j.gellera,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK18,j.gellera,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB29,C.Pappada,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK04,BGBoard1700,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
win10client2,,IMBALLAGGI,Outlook Data Files,"pst, ost",ALL,0,0 MB
win10client2,,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
win10client2,,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK13,bgboard2,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-WS01,a.essawi,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB11,a.iozzolino,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB11,a.iozzolino,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK13,bgboard2,IMBALLAGGI,Outlook Data Files,"pst, ost",ALL,0,0 MB
IP-NB04,s.ferrante,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB30,as.aledi,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB30,as.aledi,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB04,s.ferrante,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-DK17,s.mainenti,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB32,m.morlacchi,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB31,a.girardi,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-NB31,a.girardi,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB32,m.morlacchi,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-NB01,,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK26,a.savi,IMBALLAGGI,Autocad Files,"dwg, mi, dxf",ALL,0,0 MB
IP-DK26,a.savi,IMBALLAGGI,Access,"accdb, mdb, adp, mda, accda, mde, accde, ade, accdw",ALL,0,0 MB
IP-DK26,a.savi,IMBALLAGGI,File CAD criptati,sbe,ALL,0,0 MB
IP-DK26,a.savi,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
IP-DK19,team.leader,IMBALLAGGI,SolidWorks,"sldprt, sldasm, slddrw, sldprt, STEP, STP, SWAR",ALL,0,0 MB
